,id,name,height,weight,ability_1,ability_3,forms_switchable,gender_rate,genera,has_gender_differences,is_baby,is_legendary,is_mythical,color,evolves_from_species,generation,habitat,shape,egg_group_0,egg_group_1,flavor_text_0,flavor_text_1,flavor_text_2,flavor_text_3,flavor_text_4,flavor_text_5,flavor_text_6,flavor_text_7,flavor_text_8,flavor_text_9,flavor_text_10,flavor_text_11,front_sprite,female_sprite,shiny_sprite,shiny_female_sprite,artwork,artwork_shiny,hp,attack,defense,special-attack,special-defense,speed,type_1,type_2,flavor_text_12,flavor_text_13,flavor_text_14,flavor_text_15,flavor_text_16,flavor_text_17,ability_2,flavor_text_18,flavor_text_19,flavor_text_20,flavor_text_21,flavor_text_22,flavor_text_23,flavor_text_24,flavor_text_25
134,135,jolteon,8,245,volt-absorb,quick-feet,False,1,Lightning Pokemon,False,False,False,False,yellow,eevee,generation-i,urban,quadruped,ground,,Every hair on its body starts to stand sharply on end if it becomes charged with electricity.,"It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts.",Its lungs contain an organ that creates electricity. The crackling sound of electricity can be heard when it exhales.,It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.,"When its fur stands on end, that's a sign it's about to give off a jolt of electricity. Take care, as sometimes lightning strikes next to it, too.","Jolteon's cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokemon to drop thunderbolts. The bristling fur is made of electrically charged needles.",It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts.,"A sensitive POKe MON that easily becomes sad or angry. Every time its mood changes, it charges power.","Its fur stands on end, becoming like needles it fires at enemies. Once they're weakened, it finishes them off with a 10,000 volt shock.","JOLTEON's cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the POKeMON to drop thunderbolts. The bristling fur is made of electrically charged needles.","A sensitive Pokemon that easily becomes sad or angry. Every time its mood changes, it charges power.","If agitated, it uses electricity to straighten out its fur and launch it in small bunches.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/135.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/135.png,65,65,60,110,95,130,electric,,The negatively charged ions generated in its fur create a constant sparking noise.,"It controls 10,000-volt power and can raise all the fur on its body as if it were sharp needles.",Its cells generate weak power that is amplified by its fur's static electricity to drop thunderbolts. The bristling fur is made of electrically charged needles.,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes.","By storing electricity in its body, it can shoot its bristlelike fur like a barrage of missiles.","Bristles its fur into sharp, needlelike points when enraged. One can hear electricity crackle in its breath when it exhales.",,"They send out electrical charges of about 10,000 volts. Because they are high-strung, it can be difficult to grow close to them.",,,,,,,
135,136,flareon,9,250,flash-fire,guts,False,1,Flame Pokemon,False,False,False,False,red,eevee,generation-i,urban,quadruped,ground,,"FLAREON's fluffy fur has a functional purpose - it releases heat into the air so that its body does not get excessively hot. This POKeMON's body temperature can rise to a maximum of 1,650 degrees F.","It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,000 degrees Fahrenheit.","Its average body temperature is between 1,300 and 1,500 degrees Fahrenheit. In its internal flame sac, temperatures reach 3,000 degrees.","The flame chamber inside its body ignites when Flareon gets agitated, reaching temperatures of up to 1,650 degrees Fahrenheit.","It has a flame chamber inside its body. It inhales, then breathes out fire that is over 3,000 degrees Fahrenheit.","If it inhales deeply, that's a sign it's about to attack. Prepare to be hit by flames of over 3,000 degrees Fahrenheit!","It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees.","It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees Fahrenheit.","When it catches prey or finds berries, it breathes fire on them until they're well done, and then it gobbles them up.","Once it has stored up enough heat, this POKeMON's body temperature can reach up to 1700 degrees.","It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,100 degrees Fahrenheit.","Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees F.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/136.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/136.png,65,130,60,95,110,65,fire,,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.","Once it has stored up enough heat, this Pokemon's body temperature can reach up to 1,700 degrees Fahrenheit.","Inhaled air is heated in the flame sac in its body to an intense fire over 3,000 degrees Fahrenheit.","It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees Fahrenheit.","FLAREON's fluffy fur releases heat into the air so that its body does not get excessively hot. Its body temperature can rise to a maximum of 1,650 degrees F.","It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle.",,"Flames burn within a saclike organ inside this Pokemon. When Flareon inhales, these flames grow in intensity, reaching a mighty 3,000 degrees Fahrenheit.","It has a flame chamber inside its body. It inhales, then blows out fire that is over 3,000F degrees.","It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees.","When storing thermal energy in its body, its temperature can soar to over 1,600 degrees Fahrenheit.","Flareon's fluffy fur has a functional purpose--it releases heat into the air so that its body does not get excessively hot. This Pokemon's body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",,,
136,137,porygon,8,365,trace,analytic,False,-1,Virtual Pokemon,False,False,False,False,pink,,generation-i,urban,legs,mineral,,The world's first artificially created Pokemon. It can travel through electronic space.,A man-made Pokemon created using advanced scientific means. It can move freely in cyberspace.,"An artificial POKeMON created due to extensive research, it can perform only what is in its program.",A manmade POKeMON that came about as a result of re search. It is pro grammed with only basic motions.,A POKeMON that consists entirely of programming code. It is capable of moving freely in cyberspace.,"This Pokemon was created using the cutting-edge science of 20 years ago, so many parts of it have since become obsolete.","It is a manmade Pokemon. Since it doesn't breathe, people are eager to try it in any environment.",PORYGON is capable of reverting itself entirely back to program data and entering cyberspace. This POKeMON is copy-protected so it cannot be duplicated by copying.,A POKeMON that consists entirely of programming code. Capable of moving freely in cyberspace.,"It has no discernible heartbeat and does not seem to draw breath, and yet it appears to function without issue. I cannot even begin to explain this utterly bizarre anomaly.",A Pokemon that consists entirely of programming code. It is capable of moving freely in cyberspace.,"It can convert its body into digital data, which enables it to enter cyberspace.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/137.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/137.png,65,60,70,85,75,40,normal,,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokemon is copy protected so it cannot be duplicated by copying.,"Roughly 20 years ago, it was artificially created, utilizing the latest technology of the time.",State-of-the-art technology was used to create Porygon. It was the first artificial Pokemon to be created via computer programming.,"In recent years, this species has been very helpful in cyberspace. These Pokemon will go around checking to make sure no suspicious data exists.","The only Pokemon that people anticipate can fly into space. None has managed the feat yet, however.","The only POKeMON people anticipate can fly into space. None has managed the feat yet, however.",download,It is capable of reverting itself entirely back to program data in order to enter cyberspace. A PORYGON is copy- protected so it cannot be duplicated.,"It is a manmade POKeMON. Since it doesn't breathe, people are eager to try it in any environment.",A man-made Pokemon that came about as a result of research. It is programmed with only basic motions.,"Using the most advanced technologies, scientists finally succeeded in making the first artificial POKeMON.",It was built 20 years ago by scientists who dreamed of exploring space. Their dreams have yet to come true.,A manmade Pokemon that came about as a result of research. It is programmed with only basic motions.,,
137,138,omanyte,4,75,swift-swim,weak-armor,False,1,Spiral Pokemon,False,False,False,False,blue,,generation-i,sea,tentacles,water1,water3,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",An ancient Pokemon that was recovered from a fossil. It swam by cleverly twisting its 10 tentacles about.,"Omanyte lived in the seas of antiquity. Its fossils have been found bearing bite marks from Archeops, so apparently Archeops preyed on it.","This Pokemon is a member of an ancient, extinct species. Omanyte paddles through water with its 10 tentacles, looking like it's just drifting along.","Revived from an ancient fossil, this POKeMON uses air stored in its shell to sink and rise in water.",A Pokemon that was resurrected from a fossil using modern science. It swam in ancient seas.,"OMANYTE is one of the ancient and long- since-extinct POKeMON that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.","It was restored from an ancient fossil. Those Helix Fossils are excavated from areas that were once oceans long, long ago.","Omanyte is one of the ancient and long-since-extinct Pokemon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.","Although long extinct, in rare cases, it can be genetically regenerated from fossils.",This POKeMON from ancient times is said to have navi gated the sea by adeptly twisting its 10 tentacles.,"A prehistoric Pokemon that lived in the primordial sea, it swims by twisting its 10 tentacles about.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/138.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/138.png,35,40,100,90,55,35,rock,water,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",This Pokemon from ancient times is said to have navigated the sea by adeptly twisting its 10 tentacles.,"In prehistoric times, it swam on the sea floor, eating plankton. Its fossils are sometimes found.","One of the ancient and long-since-extinct POKeMON that have been regenerated from fossils by humans. If attacked, it withdraws into its hard shell.","Revived from an ancient fossil, this Pokemon uses air stored in its shell to sink and rise in water.","A prehistoric POKeMON that lived in the primordial sea, it swims by twisting its 10 tentacles about.",shell-armor,An ancient POKeMON that was recovered from a fossil. It swims by cleverly twisting its 10 tentacles about.,,,,,,,
138,139,omastar,10,350,swift-swim,weak-armor,False,1,Spiral Pokemon,False,False,False,False,blue,omanyte,generation-i,sea,tentacles,water1,water3,"Once wrapped around its prey, it never lets go. It eats the prey by tearing at it with sharp fangs.","OMASTAR uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",It is thought that this Pokemon became extinct because its spiral shell grew too large.,A prehistoric POKeMON that died out when its heavy shell made it impossible to catch prey.,Its heavy shell allowed it to reach only nearby food. This could be the reason it is extinct.,"Apparently, it cracked SHELLDER's shell with its sharp fangs and sucked out the insides.","Its sharp beak rings its mouth. Its shell was too big for it to move freely, so it became extinct.","Weighed down by a large and heavy shell, Omastar couldn't move very fast. Some say it went extinct because it was unable to catch food.","Sharp beaks ring its mouth. Its shell was too big for it to move freely, so it became extinct.","Its tentacles are highly developed as if they are hands and feet. As soon as it ensnares prey, it bites.","Despite having strong fangs and tentacles, it went extinct when its heavy shell made it unable to catch prey.",Its heavy shell is thought to be the reason this ancient Pokemon died out. It's apparently a distant ancestor of Octillery.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/139.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/139.png,70,60,125,115,70,55,rock,water,"Omastar's sharp fangs could crush rock, but the Pokemon can attack only the prey that come within reach of its tentacles.","An OMASTAR uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large, making its movements slow and ponderous.","Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",It wraps its prey in its tentacles to immobilize them and then finishes them off with its sharp fangs.,,,shell-armor,,,,,,,,
139,140,kabuto,5,115,swift-swim,weak-armor,False,1,Shellfish Pokemon,False,False,False,False,brown,,generation-i,sea,armor,water1,water3,"Kabuto is a Pokemon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokemon has not changed at all for 300 million years.","This Pokemon became extinct everywhere, except in a few areas. It protects itself with its hard shell.","This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder.","It is a POKeMON that has been regenerated from a fossil. However, in rare cases, living examples have been discovered. KABUTO have not changed for 300 million years.","Three hundred million years ago, it hid on the sea floor. It also has eyes on its back that glow.",It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.,"KABUTO is a POKeMON that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The POKeMON has not changed at all for 300 million years.","This Pokemon lived in ancient times. On rare occasions, it has been discovered as a living fossil.",This Pokemon thrived 300 million years ago. It's said that living specimens can still be seen in a certain region--a rare sight.,"This POKeMON lived in ancient times. On rare occasions, it has been discovered as a living fossil.","While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places.",A POKeMON that was recovered from a fossil. It uses the eyes on its back while hiding on the sea floor.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/140.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/140.png,30,80,90,55,45,55,rock,water,This Pokemon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.,This POKeMON was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.,A POKeMON that was regenerated from a fossil found in what was once the ocean floor long ago.,A Pokemon that was recovered from a fossil. It used the eyes on its back while hiding on the seafloor.,A POKeMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,"On rare occasions, some have been found as fossils which they became while hiding on the ocean floor.",battle-armor,,,,,,,,
140,141,kabutops,13,405,swift-swim,weak-armor,False,1,Shellfish Pokemon,False,False,False,False,brown,kabuto,generation-i,sea,upright,water1,water3,The cause behind the extinction of this species is unknown. Kabutops were aggressive Pokemon that inhabited warm seas.,Its sleek shape is perfect for swim ming. It slashes prey with its claws and drains the body fluids.,A slim and fast swimmer. It slices its prey with its sharp sickles and drinks the body fluids.,"With sharp claws, this ferocious, ancient POKeMON rips apart prey and sucks their body fluids.",KABUTOPS once swam underwater to hunt  for prey. It was apparently evolving from being a water dweller to living on land as evident from changes in its gills and legs.,It swims freely through water. It catches prey with its scythe-like arms and drains the victim's fluids.,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokemon.,It was able to swim quickly thro ugh the water by compactly folding up its razor-sharp sickles.,It is thought that this Pokemon came onto land because its prey adapted to life on land.,"With sharp claws, this ferocious, ancient Pokemon rips apart prey and sucks their body fluids.",KABUTOPS swam underwater to hunt for its prey in ancient times. The POKeMON was apparently evolving from being a water-dweller to living on land as evident from the beginnings of change in its gills and legs.,Kabutops swam underwater to hunt for its prey in ancient times. The Pokemon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/141.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/141.png,60,115,105,65,70,80,rock,water,Its body had begun to change so it could function on land. But it didn't adapt in time and went extinct.,A slim and fast swimmer. It sliced its prey with its sharp sickles and drank the body fluids.,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains their fluids.,"In the water, it tucks in its limbs to become more compact, then it wiggles its shell to swim fast.","It swims at speeds of roughly 29 knots, quickly closing in on its prey and slashing into them with its scythes to finish them off.",,battle-armor,,,,,,,,
141,142,aerodactyl,18,590,rock-head,unnerve,True,1,Fossil Pokemon,False,False,False,False,purple,,generation-i,mountain,wings,flying,,"A vicious POKeMON from the distant past, it appears to have flown by spreading its wings and gliding.",A Pokemon that roamed the skies in the dinosaur era. Its teeth are like saw blades.,"In ancient times, it ruled the skies. A widely accepted theory is that it went extinct due to a large meteor impact.",A Pokemon from the age of the dinosaurs. It used its sawlike fangs to shred its prey before eating them.,"It flew through the open skies over the ancient continent as if they were its own. When it touched ground, its walk was weak and slow.",This vicious POKe MON is said to have flown in an cient skies while shrieking high- pitched cries.,A savage POKeMON that died out in ancient times. It was resurrected using DNA taken from amber.,AERODACTYL is a POKeMON from the age of dinosaurs. It was regenerated from DNA extracted from amber. It is imagined to have been the king of the skies.,"A vicious Pokemon from the distant past, it appears to have flown by spreading its wings and gliding.","In prehistoric times, this POKeMON flew freely and fearlessly through the skies.",Aerodactyl is a Pokemon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,"Restored from DNA found in amber, this Pokemon exhibited ferocity that was greater than expected. Some casualties resulted.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/142.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/142.png,80,105,65,60,75,130,rock,flying,"A ferocious, prehistoric POKeMON that goes for the enemy's throat with its serrated, sawlike fangs.",A savage Pokemon that died out in ancient times. It was resurrected using DNA taken from amber.,Aerodactyl's sawlike fangs can shred skin to tatters--even the skin of Steel-type Pokemon.,This is a ferocious Pokemon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.,It was regenerated from a dinosaur's genetic matter that was found in amber. It flies with high-pitched cries.,"A ferocious, pre historic POKeMON that goes for the enemy's throat with its serrated saw-like fangs.",pressure,AERODACTYL is a POKeMON from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,This vicious Pokemon is said to have flown in ancient skies while shrieking high-pitched cries.,,,,,,
142,143,snorlax,21,4600,immunity,gluttony,False,1,Sleeping Pokemon,False,False,False,False,black,munchlax,generation-i,mountain,humanoid,monster,,"This POKeMON's stomach is so strong, even eating moldy or rotten food will not affect it.","Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",Its stomach's di gestive juices can dissolve any kind of poison. It can even eat things off the ground.,Snorlax's typical day consists of nothing more than eating and sleeping. It is such a docile Pokemon that there are children who use its expansive belly as a place to play.,What sounds like its cry may actually be its snores or the rumblings of its hungry belly.,"It has no interest in anything other than eating. Even if you climb up on its stomach while it's napping, it doesn't seem to mind at all!",It eats nearly 900 pounds of food every day. It starts nodding off while eating--and continues to eat even while it's asleep.,"This Pokemon's stomach is so strong, even eating moldy or rotten food will not affect it.","It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.","Its stomach can digest any kind of food, even if it happens to be moldy or rotten.","When its belly is full, it becomes too lethargic to even lift a finger, so it is safe to bounce on its belly.","It doesn't do anything other than eat and sleep. When prompted to make a serious effort, though, it apparently displays awesome power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/143.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/143.png,160,110,65,65,110,30,normal,,It stops eating only to sleep. It doesn't feel full unless it eats nearly 900 pounds a day.,What sounds like its cry may ac tually be its snores or the rumblings of its hungry belly.,Its stomach's digestive juices can dissolve any kind of poison. It can even eat things off the ground.,SNORLAX's typical day consists of nothing more than eating and sleeping. It is such a docile POKeMON that there are children who use its expansive belly as a place to play.,This glutton appears in villages without warning and devours the entirety of their rice granaries--such occurrences have long been counted among the gravest of disasters.,SNORLAX's typical day consists of nothing more than eating and sleeping. It is such a docile POKeMON that there are children who use its big belly as a place to play.,thick-fat,Its stomach is said to be incomparably strong. Even Muk's poison is nothing more than a hint of spice on Snorlax's tongue.,"Will eat anything, even if the food happens to be a little moldy. It never gets an upset stomach.",,,,,,
143,144,articuno,17,554,pressure,snow-cloak,False,-1,Freeze Pokemon,False,False,True,False,blue,,generation-i,rare,wings,no-eggs,,A legendary bird POKeMON that is said to appear to doomed people who are lost in icy mountains.,A legendary bird Pokemon that is said to appear to doomed people who are lost in icy mountains.,"It's said that this Pokemon's beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it.",A legendary bird Pokemon. It freezes water that is contained in winter air and makes it snow.,"One of the legen dary bird POKeMON, it chills moisture in the atmosphere to create snow while flying.","One of the legendary bird POKeMON. With its long tail trailing behind, its flying form is magnificent.","The magnificent, seemingly translucent wings of this legendary bird Pokemon are said to be made of ice.","The magnificent, seemingly translu cent wings of this legendary bird POKeMON are said to be made of ice.",A legendary bird POKeMON. It freezes water that is contained in winter air and makes it snow.,"One of the legendary bird Pokemon, it chills moisture in the atmosphere to create snow while flying.",This Pokemon can control ice at will. Articuno is said to live in snowy mountains riddled with permafrost.,"Articuno is a legendary bird Pokemon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokemon flies, snow will fall.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/144.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/144.png,90,85,100,95,125,85,ice,flying,"ARTICUNO is a legendary bird POKeMON that can control ice. The flapping of its wings chills the air. As a result, it is said that when this POKeMON flies, snow will fall.",A legendary bird Pokemon. It can create blizzards by freezing moisture in the air.,"Legendary bird POKeMON. As it flies through the sky, it cools the air, causing snow to fall.",,,,,,,,,,,,
144,145,zapdos,16,526,pressure,static,False,-1,Electric Pokemon,False,False,True,False,yellow,,generation-i,rare,wings,no-eggs,,A legendary bird POKeMON that is said to appear from clouds while dropping enormous lightning bolts.,A legendary bird Pokemon that is said to appear from clouds while dropping enormous lightning bolts.,This legendary bird POKeMON is said to appear only when a thun dercloud parts into two halves.,Zapdos is a legendary bird Pokemon that has the ability to control electricity. It usually lives in thunderclouds. The Pokemon gains power if it is stricken by lightning bolts.,"Zapdos is a legendary bird Pokemon. It's said that when Zapdos rubs its feathers together, lightning will fall immediately after.",This legendary bird Pokemon causes savage thunderstorms by flapping its glittering wings.,ZAPDOS is a legendary bird POKeMON that has the ability to control electricity. It usually lives in thunderclouds. It gains power if it is stricken by lightning bolts.,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.,"One of the legendary bird POKeMON. While it is flying, it makes crackling and snapping sounds.",This legendary bird POKeMON is said to appear when the sky turns dark and lightning showers down.,ZAPDOS is a legendary bird POKeMON that has the ability to control electricity. It usually lives in thunderclouds. The POKeMON gains power if it is stricken by lightning bolts.,This Pokemon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/145.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/145.png,90,90,85,125,90,100,electric,flying,Legendary bird POKeMON. They say lightning caused by the flapping of its wings causes summer storms.,This legendary bird POKeMON causes savage thunderstorms by flapping its glit tering wings.,This legendary bird Pokemon is said to appear only when a thundercloud parts into two halves.,This legendary bird Pokemon is said to appear when the sky turns dark and lightning showers down.,,,,,,,,,,,
145,146,moltres,20,600,pressure,flame-body,False,-1,Flame Pokemon,False,False,True,False,yellow,,generation-i,rare,wings,no-eggs,,"Moltres is a legendary bird Pokemon that has the ability to control fire. If this Pokemon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.","It's one of the legendary bird Pokemon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",This legendary bird Pokemon is said to bring early spring to the wintry lands it visits.,"MOLTRES is a legendary bird POKeMON that can control fire. If injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.","MOLTRES is a legendary bird POKeMON that has the ability to control fire. If this POKeMON is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",One of the legendary bird POKeMON. Those seeing it are overwhelmed by its orange wings that seem to be on fire.,It is said to be the legendary bird POKeMON of fire. Every flap of its wings creates a dazzling flare of flames.,It is said to be the legendary bird Pokemon of fire. Every flap of its wings creates a dazzling flare of flames.,"There are stories of this Pokemon using its radiant, flame-cloaked wings to light up paths for those lost in the mountains.",This legendary Pokemon scatters embers with every flap of its wings. It is a thrilling sight to behold.,"A legendary bird POKeMON. As it flaps its flaming wings, even the night sky will turn red.","A legendary bird Pokemon. As it flaps its flaming wings, even the night sky will turn red.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/146.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/146.png,90,100,90,125,85,90,fire,flying,One of the legendary bird Pokemon. It is said that its appearance indicates the coming of spring.,This legendary POKeMON scatters embers with every flap of its wings. It is a thrilling sight to behold.,Legendary bird POKeMON. It is said to migrate from the south along with the spring.,This legendary bird POKeMON is said to bring early spring to the wintry lands it visits.,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,,,,,,,,,,
